,Hostname,Letter,Earth Radii,Earth Masses,Density (g/m^3),Semi-Major Axis,Orbital Period,Eccentricity,Spectral Type,Star Radius,Star Temperature,Star Mass,Planet Type
5799,Kepler-127,b,1.52,,,,14.43577,0.47,,1.45,6066.19,1.13,rocky
5800,alf Tau,b,,2056.3601,,1.46,628.96,0.1,K5 III,45.1,4055.0,1.13,gassy
5801,MOA-2011-BLG-262L,b,,,,,,,,,,,?
5802,MOA-2011-BLG-262L,b,,,,,,,,,,,?
5803,CoRoT-12,b,16.14,291.438,0.411,0.04016,2.828042,0.07,,1.12,5675.0,1.08,gassy
5804,K2-19,c,4.31,,,0.0965,11.90691,,,0.81,5519.0,0.84,icy
5805,CoRoT-13,b,9.92,423.03173,2.38,0.05107,4.03519,0.067,,1.01,5945.0,1.09,gassy
5806,TOI-4479,b,2.449,,,,1.15880481,,,0.43,3449.0,,icy
5807,GJ 3929,b,1.15,1.21,4.4,0.02569,2.6162745,,M3.5 V,0.32,3369.0,0.31,rocky
5808,TOI-558,b,13.53,,,,14.57289854,,,1.76,6025.8,,gassy
5809,EPIC 211945201,b,6.8,,,,19.491965,,,1.49,6320.0,,gassy
5810,Kepler-1096,b,1.24,,,,2.89221751,,,0.63,4306.0,0.66,rocky
5811,Kepler-829,b,2.11,,,,6.88337562,,,0.97,5698.0,0.98,rocky
5812,Kepler-55,c,2.21,,,,42.1516418,,,0.58,4362.0,0.62,icy
5813,Kepler-55,e,1.55,,,0.048,4.617534,,,0.62,4503.0,,rocky
5814,Kepler-254,d,2.65,,,,18.74653971,,,0.9,5611.0,0.93,icy
5815,Kepler-292,f,2.57,,,,20.8342947,,,0.81,5282.0,0.85,icy
5816,Kepler-888,b,1.76,,,,70.6979061,,,0.9,5875.0,0.97,rocky
5817,Kepler-296,b,35.25,,,,10.86443187,,,0.37,3558.0,0.38,gassy
5818,Kepler-1891,b,1.31,,,0.0474,4.02230933,0.0,,0.82,5516.0,0.88,rocky
5819,Kepler-1019,b,1.46,,,,1.41122985,,,0.67,4433.0,0.7,rocky
5820,Kepler-332,b,1.21,,,,7.62634063,,,0.74,5008.0,0.8,rocky
5821,K2-168,c,1.18,,,,8.0468,,,,,0.91,rocky
5822,Kepler-1811,b,2.87,,,0.3581,76.4217472,0.0,,0.97,6091.0,1.04,icy
5823,Kepler-1920,b,2.81,,,0.2048,30.25420641,0.0,,1.17,6299.0,1.25,icy
5824,Kepler-1856,b,1.734,,,,1.30200005,,,0.82,4948.0,0.78,rocky
5825,Kepler-129,c,2.21,,,,82.2000105,,,1.56,5533.0,1.07,icy
5826,Kepler-1691,b,1.64,,,0.05,3.848208,0.0,,1.08,6325.0,1.14,rocky
5827,Kepler-487,b,11.31,,,0.117,15.3587684,0.0,,0.87,5700.0,0.9,gassy
5828,Kepler-1831,b,2.32,,,0.0655,5.78388573,0.0,,1.01,6063.0,1.12,icy
5829,Kepler-281,c,7.747,,,,,,,1.29,5723.0,,gassy
5830,Kepler-1906,b,,,,,7.36272124,,,1.34,5723.0,1.02,?
5831,Kepler-1825,b,1.57,,,0.0187,1.02585798,0.0,,0.85,5123.0,0.83,rocky
5832,Kepler-589,b,2.27,,,,16.54964934,,,0.83,5296.0,0.88,icy
5833,Kepler-595,b,3.755,,,,,,,0.84,5108.0,,icy
5834,Kepler-1665,b,5.15,,,0.1006,11.95474513,0.0,,1.66,5059.0,0.95,icy
5835,Kepler-428,b,12.11,403.63,1.02,0.0433,3.52563254,0.22,K1 V,0.8,5150.0,0.87,gassy
5836,LHS 1815,b,1.088,8.7,,0.0404,3.81433,0.0,M1,0.5,3643.0,0.5,rocky
5837,HATS-7,b,5.893,,,,3.18533248,,,0.78,4944.0,,icy
5838,NGTS-13,b,9.064,,,,4.1197036,,,1.79,5848.8,,gassy
5839,Kepler-1795,b,,,,,13.36019864,,,,,,?
5840,Kepler-74,b,14.8,216.12,0.37,0.084,7.340718,0.287,F8 V,1.51,6050.0,1.4,gassy
5841,K2-131,b,1.81,6.5,6.0,,0.3693038,0.0,,0.81,5200.0,0.84,rocky
5842,TOI-178,d,2.572,3.01,0.976,0.0592,6.5577,,K,0.65,4316.0,0.65,rocky
5843,HD 86226,c,2.109,,,,3.98467677,,,1.03,5903.0,,rocky
5844,K2-19,b,7.74,28.5,0.334,,7.9194,0.0,,0.86,5430.0,0.93,gassy
5845,TOI-776,c,2.02,5.3,3.5,0.1,15.6653,0.04,M1 V,0.54,3709.0,0.54,rocky
5846,KOI-94,d,,,,,22.34297117,,,1.43,6184.0,1.18,?
5847,Kepler-1967,b,0.73,,,,7.28169012,,,1.81,4970.0,1.0,rocky
5848,Kepler-1693,b,1.1,,,0.101,12.10001,0.0,,0.84,5677.0,0.94,rocky
5849,Kepler-1322,c,1.64,,,0.0651,6.46008273,0.0,,0.8,5693.0,0.88,rocky
5850,Kepler-1701,b,1.99,,,0.5689,169.133455,0.0,,0.78,5380.0,0.86,rocky
5851,Kepler-1936,b,4.5,,,0.5548,126.557522,0.0,,1.85,6501.0,1.42,icy
5852,Kepler-394,c,1.81,,,0.1082,12.13065293,0.0,,1.15,6426.0,1.15,rocky
5853,Kepler-1809,b,1.17,,,0.0437,3.7572916,0.0,,0.74,5003.0,0.79,rocky
5854,eps Eri,b,,247.9074,,,2690.0,0.07,,,,0.78,gassy
5855,Kepler-1806,b,2.1,,,0.08,9.033401,0.0,,0.74,5272.0,0.84,rocky
5856,Kepler-598,b,1.41,,,0.044,3.70173,0.0,,0.9,5245.0,0.85,rocky
5857,Kepler-1038,b,3.27,,,0.515,148.4603382,0.0,,0.76,5463.0,0.83,icy
5858,Kepler-1869,b,2.07,,,0.0854,8.16735028,0.0,,2.01,5895.0,1.24,rocky
5859,Kepler-385,c,3.04,,,0.127,15.163161,,,1.13,6326.0,,icy
5860,Kepler-1807,b,2.704,,,,10.86060047,,,1.5,6455.0,1.09,icy
5861,Kepler-352,b,0.86,,,0.085,10.05537,,,0.78,5212.0,,rocky
5862,Kepler-1846,b,3.02,,,0.115,14.82022,0.0,,2.25,4852.0,0.92,icy
5863,K2-138,d,2.66,,,0.05883,5.40478,0.348,K1 V,0.86,5378.0,0.93,icy
5864,Kepler-913,b,,,,,10.29667198,,,0.81,5440.0,0.95,?
5865,Kepler-1038,b,3.27,,,0.515,148.4603382,0.0,,0.76,5463.0,0.83,icy
5866,Kepler-324,d,,,,,34.20578508,,,0.86,5214.0,0.89,?
5867,Kepler-1073,b,,,,,8.67888113,,,0.99,5774.0,1.03,?
5868,Kepler-352,b,0.89,,,0.0856,10.05545337,0.0,,0.75,5238.0,0.84,rocky
5869,Kepler-1885,b,,,,,2.52259057,,,0.98,5280.0,0.91,?
5870,Kepler-394,d,1.41,,,0.0646,5.61357653,0.0,,1.1,6398.0,1.14,rocky
5871,Kepler-1049,b,0.95,,,,3.27346074,,,0.49,3864.0,0.51,rocky
5872,Kepler-1040,b,2.08,,,,201.1214,,,0.96,5694.0,0.98,rocky
5873,Kepler-288,b,1.57,,,,6.09750607,,,1.02,5837.0,1.03,rocky
5874,Kepler-884,b,1.23,,,,5.69919514,,,0.94,5715.0,1.0,rocky
5875,Kepler-879,b,2.57,,,,33.3855938,,,1.02,5792.0,1.02,icy
5876,Kepler-312,c,2.6,,,,19.74732846,,,1.19,6223.0,1.2,icy
5877,Kepler-924,b,3.07,,,,61.0370117,,,1.23,6167.0,1.14,icy
5878,Kepler-1041,b,2.94,,,,24.7576421,,,1.08,5957.0,1.06,icy
5879,Kepler-864,b,2.4,,,,5.83376092,,,1.0,5754.0,1.0,icy
5880,Kepler-1028,b,1.33,,,,2.51462432,,,0.87,5522.0,0.9,rocky
5881,Kepler-966,b,4.13,,,,99.747622,,,1.02,5840.0,1.02,icy
5882,Kepler-1062,b,1.76,,,,9.30412078,,,0.7,4597.0,0.75,rocky
5883,Kepler-262,c,2.06,,,,21.8536791,,,1.05,5886.0,1.03,rocky
5884,Kepler-941,b,3.08,,,,17.42395198,,,0.86,5539.0,0.89,icy
5885,Kepler-362,c,1.91,,,,37.8658982,,,0.83,5528.0,0.86,rocky
5886,Kepler-899,b,2.68,,,,19.17891293,,,0.91,5595.0,0.93,icy
5887,NY Vir,b,,883.53,,,2985.7,0.44,,0.15,32780.0,0.46,gassy
5888,K2-3,b,1.44,,,0.0679,10.05443,,,0.37,3841.0,0.41,rocky
5889,TOI-125,b,3.31,,,,4.65179058,,,0.85,5154.0,,icy
5890,HIP 41378,c,,,,,31.70648,,,1.34,6226.0,1.17,?
5891,LP 714-47,b,4.952,,,,4.0520368,,,0.61,3779.0,,icy
5892,K2-370,b,3.207,,,,2.14084,,G8,0.97,5377.0,0.98,icy
5893,Kepler-491,b,9.16,,,0.0524,4.22538451,0.0,,1.05,5649.0,1.07,gassy
5894,Kepler-1517,b,22.27,,,0.078,5.54608309,0.0,,4.04,7358.0,2.05,gassy
5895,TOI-561,b,1.423,1.59,3.0,0.01055,0.446578,0.0,G9 V,0.85,5455.0,0.79,rocky
5896,K2-105,b,3.55,,,,8.26698,,,0.95,,,icy
5897,TOI-561,c,2.74,,,,10.7787735,,,0.84,5391.0,,icy
5898,Kepler-144,b,1.78,,,0.0664,5.885,,,1.49,6157.0,1.13,rocky
5899,Kepler-128,c,1.21,,,0.1664,7.126,,,1.66,6072.0,1.18,rocky
5900,Kepler-430,b,3.25,,,0.2244,35.968,,,1.49,5884.0,1.17,icy
5901,TOI-431,d,3.281,,,,12.46100864,,,0.73,4891.0,,icy
5902,HD 63935,b,2.727,,,,9.0588586,,,0.96,5560.26,,icy
5903,K2-100,b,,,,,1.6739,,,1.22,6115.49,1.15,?
5904,Kepler-77,b,,,,,3.57878055,,,1.06,5482.59,0.96,?
5905,Kepler-45,b,11.03,,,0.0294,2.45524062,0.0,,0.55,3820.0,0.56,gassy
5906,K2-182,b,2.76,,,0.0529,4.736837,,,0.8,5165.0,0.88,icy
5907,Kepler-55,e,,,,,4.61757445,,,0.72,4398.0,0.69,?
5908,Kepler-55,b,,,,,27.9653169,,,0.72,4398.0,0.69,?
5909,Kepler-55,c,,,,,42.12447819,,,0.72,4398.0,0.69,?
5910,Kepler-55,d,,,,,2.21111094,,,0.72,4398.0,0.69,?
5911,Kepler-55,f,,,,,10.19852178,,,0.72,4398.0,0.69,?
5912,Kepler-55,d,,,,,2.21111699,,,0.72,4398.0,0.69,?
5913,Kepler-50,b,,,,,7.81285862,,,1.62,6173.0,1.18,?
5914,Kepler-50,c,,,,,9.37663871,,,1.62,6173.0,1.18,?
5915,Kepler-52,b,2.33,,,0.0639,7.87740709,0.0,,0.54,3898.0,0.56,icy
5916,Kepler-50,c,1.91,,,,9.37664325,,,1.59,6280.0,1.28,rocky
5917,HD 141937,b,,2960.78,,1.4877,653.22,0.41,,0.99,5879.0,1.03,gassy
5918,Kepler-52,c,1.93,,,0.105,16.385,0.0,,0.55,4222.0,0.58,rocky
5919,Kepler-50,b,1.54,,,0.0832,7.8128584,0.0,,1.58,6225.0,1.26,rocky
5920,HD 89307,b,,659.152,,3.3632,2199.0,0.25,,1.01,5906.0,1.05,gassy
5921,Kepler-52,b,2.33,,,0.0639,7.87740709,0.0,,0.54,3898.0,0.56,icy
5922,HD 5319,c,,365.49,,2.071,886.0,0.15,K3 IV,3.85,4958.0,1.51,gassy
5923,Kepler-52,c,,,,,16.38489988,,,0.68,4116.0,0.64,?
5924,Kepler-52,d,,,,,36.4454001,,,0.68,4116.0,0.64,?
5925,Kepler-52,d,1.96,,,,36.44516433,,,0.68,4116.0,0.64,rocky
5926,HD 10442,b,,667.41,,2.335,1043.0,0.11,K2 IV,,5034.0,1.56,gassy
5927,Kepler-52,c,,,,,16.38482024,,,0.68,4116.0,0.64,?
5928,Kepler-52,c,,,,,16.38478073,,,0.68,4116.0,0.64,?
5929,HD 5319,b,,559.36,,1.6697,641.0,0.02,K3 IV,3.85,4958.0,1.51,gassy
5930,GJ 3293,b,,25.72,,0.1434,30.6,0.07,M2.5,0.4,3466.0,0.42,?
5931,Kepler-442,b,1.34,,,0.409,112.3053,0.04,,0.6,4402.0,0.61,rocky
5932,Kepler-50,c,2.79,8.2,,,9.3761368,,,1.88,6058.0,1.23,icy
5933,Kepler-50,c,1.89,,,0.0922,9.37663713,0.0,,1.54,6237.0,1.19,rocky
5934,Kepler-50,b,2.2,8.9,,,7.8125124,,,1.88,6058.0,1.23,icy
5935,Kepler-55,f,1.828,,,,,,,0.68,4503.0,,rocky
5936,Kepler-55,d,1.939,,,,,,,0.68,4503.0,,rocky
5937,Kepler-55,b,1.99,,,,,,,0.68,4503.0,,rocky
5938,Kepler-55,c,1.938,,,,,,,0.68,4503.0,,rocky
5939,HD 103720,b,,197.046,,0.0498,4.5557,0.086,K3 V,0.73,5017.0,0.79,gassy
5940,HD 113538,b,,114.41,,1.24,663.2,0.14,K9 V,0.53,4462.0,0.58,gassy
5941,Kepler-55,b,3.35,,,0.1557,27.9537959,0.0,,0.66,4505.0,0.65,icy
5942,Kepler-52,c,1.81,,,0.1041,16.38485646,0.0,,0.54,3898.0,0.56,rocky
5943,Kepler-55,e,1.51,,,0.0469,4.61746693,0.0,,0.66,4505.0,0.65,rocky
5944,Kepler-445,b,1.58,,,,2.984151,0.0,M4,0.21,3157.0,0.18,rocky
5945,Kepler-446,c,1.11,,,,3.036179,0.0,M4,0.24,3359.0,0.22,rocky
5946,Kepler-55,b,,,,,27.9541337,,,0.72,4398.0,0.69,?
5947,Kepler-55,c,,,,,42.1406089,,,0.72,4398.0,0.69,?
5948,Kepler-55,e,,,,,4.61749056,,,0.72,4398.0,0.69,?
5949,Kepler-55,f,,,,,10.19849255,,,0.72,4398.0,0.69,?
5950,Kepler-50,b,1.733,,,,,,,1.6,6162.0,,rocky
5951,Kepler-50,c,1.951,,,,,,,1.6,6162.0,,rocky
5952,Kepler-50,b,1.68,,,0.0817,7.81285862,0.0,,1.54,6237.0,1.19,rocky
5953,Kepler-50,b,1.71,,,0.077,7.81254,,,1.58,6225.0,1.24,rocky
5954,Kepler-50,c,2.17,,,0.087,9.37647,,,1.58,6225.0,1.24,rocky
5955,Kepler-55,b,3.35,,,0.1557,27.9537959,0.0,,0.66,4505.0,0.65,icy
5956,Kepler-55,d,1.85,,,0.0294,2.21111699,0.0,,0.65,4500.0,0.71,rocky
5957,HD 216536,b,,467.19,,0.609,148.6,0.38,K0,12.5,4639.0,1.36,gassy
5958,Kepler-55,f,1.6,,,0.0795,10.19851808,0.0,,0.66,4505.0,0.65,rocky
5959,Kepler-55,d,1.69,,,,2.21112285,,,0.68,4508.0,0.72,rocky
5960,Kepler-55,d,1.64,,,0.0287,2.21112285,0.0,,0.66,4505.0,0.65,rocky
5961,Kepler-52,b,2.33,,,0.0639,7.87740709,0.0,,0.54,3898.0,0.56,icy
5962,Kepler-52,d,,,,,36.44548195,,,0.68,4116.0,0.64,?
5963,Kepler-52,d,,,,,36.44530957,,,0.68,4116.0,0.64,?
5964,HD 208487,b,,152.55,,0.51,129.97,0.22,,,,1.05,gassy
5965,HD 1605,c,,1110.0,,3.52,2111.0,0.098,K1 IV,3.8,4757.0,1.31,gassy
5966,HD 67087,b,,973.0,,1.08,352.2,0.17,F8 V,1.55,6330.0,1.36,gassy
5967,Kepler-55,c,28.56,,,,42.1412664,,,0.68,4508.0,0.72,gassy
5968,Kepler-55,e,1.54,,,,4.61746693,,,0.68,4508.0,0.72,rocky
5969,Kepler-55,f,1.62,,,,10.19851808,,,0.68,4508.0,0.72,rocky
5970,Kepler-1497,b,1.66,,,,8.74199772,,,0.95,5675.0,0.96,rocky
5971,Kepler-55,b,3.46,,,,27.9537959,,,0.68,4508.0,0.72,icy
5972,Kepler-52,c,1.81,,,0.1041,16.38485646,0.0,,0.54,3898.0,0.56,rocky
5973,Kepler-1501,b,1.56,,,,14.5564533,,,1.3,6229.0,1.2,rocky
5974,Kepler-1308,b,0.52,,,,2.10433812,,,0.34,3468.0,0.35,rocky
5975,Kepler-1310,b,1.44,,,,0.67933627,,,0.88,5549.0,0.91,rocky
5976,Kepler-51,c,6.1,,,0.3864,85.3165776,0.0,,0.97,6046.0,1.05,gassy
5977,Kepler-122,e,2.38,,,,37.9963981,,,1.15,6076.0,1.08,icy
5978,Kepler-220,b,0.77,,,,4.15981712,,,0.64,4591.0,0.65,rocky
5979,HD 4203,b,,579.08336,,1.177,437.18,0.513,,1.5,5625.06,1.14,gassy
5980,HIP 79431,b,,667.415,,0.36,111.7,0.29,M3 V,,3191.0,0.49,gassy
5981,HD 4203,c,,851.78013,,7.8,7400.0,0.19,,1.5,5625.06,1.14,gassy
5982,HD 4203,c,,479.9233,,,7053.0,0.182,,,,1.13,gassy
5983,HD 4203,c,,689.66,,6.95,6700.0,0.24,,1.5,5582.0,0.99,gassy
5984,Kepler-1544,b,1.78,,,,168.811174,,,0.74,4886.0,0.81,rocky
5985,Kepler-1316,b,3.54,,,,87.9732136,,,1.12,5884.0,1.04,icy
5986,Kepler-1318,b,3.11,,,,213.257663,,,0.7,4598.0,0.73,icy
5987,Kepler-203,d,1.34,,,,11.32975018,,,1.03,5794.0,1.0,rocky
5988,Kepler-1547,b,0.9,,,,0.69297968,,,1.18,6078.0,1.12,rocky
5989,Kepler-292,e,2.56,,,,11.978822,,,0.81,5282.0,0.85,icy
5990,Kepler-298,c,2.27,,,,22.92884482,,,0.65,4612.0,0.69,icy
5991,Kepler-1323,b,1.52,,,,0.92990668,,,1.4,6169.0,1.18,rocky
5992,Kepler-322,b,1.05,,,,1.65389346,,,0.88,5436.0,0.92,rocky
5993,Kepler-326,b,1.31,,,,2.24828854,,,0.8,5148.0,0.85,rocky
5994,Kepler-416,c,2.45,,,,12.20945351,,,1.02,5758.0,1.01,icy
5995,Kepler-186,f,1.12,,,,129.94577,,,0.49,3871.0,0.51,rocky
5996,Kepler-1202,b,2.94,,,,28.6851324,,,1.04,5834.0,1.03,icy
5997,Kepler-1338,b,0.92,,,,0.93511806,,,1.05,5909.0,1.04,rocky
5998,Kepler-221,e,2.69,,,,18.3697231,,,0.82,5296.0,0.87,icy
5999,Kepler-265,d,2.23,,,,43.1308082,,,1.03,5883.0,0.98,icy
6000,Kepler-763,b,1.22,,,,1.19655156,,,0.8,5166.0,0.84,rocky
6001,Kepler-436,b,2.63,,,,64.001151,,,0.71,4685.0,0.75,icy
6002,Kepler-1583,b,0.6,,,,9.32807355,,,0.91,5645.0,0.94,rocky
6003,Kepler-1586,b,1.52,,,,15.6049212,,,1.75,6681.0,1.45,rocky
6004,Kepler-1589,b,1.09,,,,0.99166527,,,1.25,6166.0,1.18,rocky
6005,Kepler-221,b,1.61,,,,2.79589407,,,0.82,5296.0,0.87,rocky
6006,Kepler-1354,b,2.97,,,,76.613377,,,1.24,6168.0,1.16,icy
6007,Kepler-1357,b,1.28,,,,3.0091324,,,0.9,5597.0,0.93,rocky
6008,Kepler-288,d,3.53,,,,56.6388791,,,1.02,5837.0,1.03,icy
6009,Kepler-1232,b,1.93,,,,26.7839183,,,0.89,5471.0,0.92,rocky
6010,Kepler-1363,b,1.25,,,,2.94194094,,,0.72,4839.0,0.76,rocky
6011,Kepler-1368,b,1.65,,,,0.67564949,,,1.08,5906.0,1.07,rocky
6012,Kepler-544,b,2.12,,,,21.41616926,,,1.22,6206.0,1.16,rocky
6013,Kepler-234,c,3.75,,,,7.21204152,,,1.15,6003.0,1.11,icy
6014,Kepler-168,c,3.71,,,,13.1932092,,,1.48,6364.0,1.3,icy
6015,Kepler-630,b,3.18,,,,161.4743937,,,1.04,5829.0,1.02,icy
6016,Kepler-735,b,2.95,,,,11.51516988,,,0.8,5107.0,0.85,icy
6017,Kepler-55,c,27.87,,,0.2047,42.1412664,0.0,,0.66,4505.0,0.65,gassy
6018,Kepler-55,c,1.85,,,0.2095,42.1406089,0.0,,0.65,4500.0,0.71,rocky
6019,Kepler-367,b,1.21,,,,37.8156219,,,0.74,4907.0,0.81,rocky
6020,Kepler-1032,b,1.87,,,,3.29011795,,,0.71,4647.0,0.77,rocky
6021,Kepler-974,b,1.57,,,,4.19449651,,,0.5,3687.0,0.52,rocky
6022,Kepler-1070,b,1.73,,,,6.2216147,,,1.32,6261.0,1.21,rocky
6023,Kepler-1142,b,1.47,,,,18.3027248,,,0.96,5685.0,0.97,rocky
6024,Kepler-343,b,2.27,,,,8.96848108,,,1.3,5860.0,1.08,icy
6025,Kepler-1604,b,1.41,,,,0.68368426,,,0.76,4976.0,0.81,rocky
6026,Kepler-1605,b,1.08,,,,85.7565495,,,0.82,5280.0,0.86,rocky
6027,Kepler-1608,b,1.73,,,,16.4735686,,,0.72,4992.0,0.75,rocky
6028,Kepler-386,c,1.87,,,,25.1934467,,,0.78,5098.0,0.82,rocky
6029,Kepler-1375,b,1.74,,,,3.3004192,,,1.78,6704.0,1.47,rocky
6030,Kepler-1378,b,2.2,,,,11.95398936,,,0.67,4407.0,0.7,icy
6031,Kepler-402,e,1.63,,,,11.24283541,,,1.24,6199.0,1.15,rocky
6032,Kepler-1610,b,1.61,,,,8.70181574,,,0.87,5383.0,0.91,rocky
6033,Kepler-1381,b,2.25,,,,25.3842686,,,0.94,5747.0,0.96,icy
6034,Kepler-1389,b,1.77,,,,99.2530951,,,0.74,5078.0,0.81,rocky
6035,Kepler-1388,c,2.26,,,,5.53608151,,,0.61,4098.0,0.63,icy
6036,Kepler-1618,b,1.26,,,,6.10826019,,,1.65,6620.0,1.41,rocky
6037,Kepler-1256,b,1.49,,,,12.4127754,,,1.36,6129.0,1.17,rocky
6038,Kepler-1262,b,1.82,,,,8.67900242,,,0.98,5771.0,0.99,rocky
6039,Kepler-26,e,2.34,,,,46.827714,,,0.6,4097.0,0.62,icy
6040,Kepler-261,c,2.17,,,,24.57081569,,,0.8,5144.0,0.85,rocky
6041,Kepler-1408,b,0.89,,,,2.99793191,,,1.35,6170.0,1.21,rocky
6042,Kepler-1623,b,1.31,,,,4.36128348,,,1.0,5772.0,1.0,rocky
6043,Kepler-1267,b,3.01,,,,13.0313945,,,1.2,6096.0,1.15,icy
6044,Kepler-169,c,1.19,,,,6.19543693,,,0.78,5070.0,0.84,rocky
6045,Kepler-172,d,2.25,,,,14.62698952,,,1.03,5599.0,1.0,icy
6046,Kepler-125,c,0.83,,,,5.77442209,,,0.51,3824.0,0.53,rocky
6047,Kepler-265,b,1.67,,,,6.84619299,,,1.03,5883.0,0.98,rocky
6048,Kepler-1414,b,1.23,,,,3.51576315,,,0.75,4951.0,0.8,rocky
6049,Kepler-1475,b,2.92,,,,82.177374,,,1.28,6214.0,1.18,icy
6050,Kepler-1279,b,1.75,,,,23.4774101,,,1.33,6221.0,1.21,rocky
6051,Kepler-349,c,2.61,,,,12.24764145,,,1.2,6111.0,1.12,icy
6052,Kepler-350,d,2.68,,,,26.1363511,,,1.36,6222.0,1.19,icy
6053,Kepler-1487,b,2.13,,,,7.31946363,,,1.63,6541.0,1.38,rocky
6054,Kepler-1492,b,1.49,,,,16.75255007,,,0.72,4712.0,0.77,rocky
6055,Kepler-182,b,2.94,,,,9.82578435,,,1.23,6120.0,1.16,icy
6056,Kepler-185,b,1.12,,,,1.63291885,,,0.79,5132.0,0.82,rocky
6057,Kepler-417,b,2.43,,,,12.33090437,,,0.8,5177.0,0.84,icy
6058,Kepler-1439,b,1.46,,,,8.07392849,,,0.43,3578.0,0.46,rocky
6059,Kepler-1457,b,1.99,,,,51.1110243,,,1.01,5866.0,1.01,rocky
6060,Kepler-370,b,1.47,,,,4.57950946,,,0.96,5702.0,0.98,rocky
6061,Kepler-169,b,1.11,,,,3.25058053,,,0.78,5070.0,0.84,rocky
6062,Kepler-292,c,1.59,,,,3.71545391,,,0.81,5282.0,0.85,rocky
6063,NGC 2682 YBP 1194,b,,101.7056,,,6.959,0.3,G5 V,,5780.0,1.01,gassy
6064,NGC 2682 YBP 1514,b,,127.132,,,5.118,0.28,G5 V,,5725.0,0.96,gassy
6065,NGC 2682 YBP 401,b,,146.2018,,,4.087,0.15,F9 V,,6165.0,1.14,gassy
6066,Kepler-46,b,9.057,1907.0,14.0,0.1968,33.60134,0.01,,0.94,5155.0,0.9,gassy
6067,Kepler-46,c,,119.499,,0.2799,57.011,0.0146,,0.94,5155.0,0.9,gassy
6068,Kepler-46,d,1.64,,,0.067,6.766589,,,0.79,5309.0,,rocky
6069,Kepler-46,b,8.8,,,,33.60122066,,,0.93,5232.0,0.92,gassy
6070,GJ 3998,b,,2.47,,0.029,2.64977,0.0,M1,0.49,3722.0,0.5,rocky
6071,GJ 3998,c,,6.26,,0.089,13.74,0.049,M1,0.49,3722.0,0.5,icy
6072,Kepler-226,c,,,,,5.34956788,,,0.89,5338.0,0.92,?
6073,Kepler-601,b,,,,,5.37886294,,,0.78,5102.59,0.86,?
6074,Kepler-709,b,,,,,16.08523449,,,0.73,5128.33,0.86,?
6075,Kepler-710,b,,,,,4.34727172,,,1.4,5674.41,1.01,?
6076,Kepler-672,b,,,,,38.37738997,,,0.96,5518.52,0.97,?
6077,Kepler-154,d,,,,,20.5498079,,,1.05,5740.0,1.03,?
6078,Kepler-117,b,,,,,18.79587256,,,1.66,6100.39,1.15,?
6079,Kepler-184,b,,,,,10.68758769,,,0.87,5437.21,0.95,?
6080,Kepler-713,b,,,,,7.41114851,,,1.08,5819.0,1.05,?
6081,Kepler-605,b,,,,,3.38353535,,,0.85,5432.54,0.95,?
6082,Kepler-170,c,,,,,16.6659163,,,1.04,5483.0,0.96,?
6083,Kepler-205,c,,,,,20.30652965,,,0.6,4281.6,0.67,?
6084,Kepler-79,b,,,,,13.48452939,,,1.35,6298.14,1.24,?
6085,Kepler-19,b,,,,,9.28697348,,,0.91,5511.0,0.97,?
6086,Kepler-528,b,,,,,19.7830344,,,1.28,5585.22,0.99,?
6087,Kepler-533,b,,,,,28.51117196,,,0.77,4590.9,0.73,?
6088,Kepler-808,b,1.46,,,,0.63133235,,,0.71,4653.0,0.76,rocky
6089,Kepler-31,c,5.06,,,,42.63416177,,,1.2,6121.0,1.08,icy
6090,Kepler-1370,b,1.84,,,,20.2641684,,,1.29,6202.0,1.19,rocky
6091,Kepler-124,d,1.32,,,,30.9507608,,,0.67,5133.0,0.73,rocky
6092,Kepler-398,c,1.03,,,,11.41945387,,,0.67,4557.0,0.72,rocky
6093,Kepler-445,b,3.1,,,,2.98415347,,,0.42,3369.0,0.43,icy
6094,Kepler-1535,b,2.55,,,,138.9442,,,1.11,6021.0,1.08,icy
6095,Kepler-1537,b,1.18,,,,1.4444538,,,0.77,5079.0,0.81,rocky
6096,Kepler-365,c,1.55,,,,17.7835598,,,1.03,5812.0,1.02,rocky
6097,KIC 5437945,c,5.52,,,,220.1303357,,,1.26,6146.0,1.17,icy
6098,Kepler-1509,b,1.85,,,,25.4338197,,,0.99,5780.0,1.0,rocky
6099,Kepler-1512,b,1.18,,,,20.35972599,,,0.67,4372.0,0.73,rocky
6100,Kepler-320,c,1.97,,,,17.9346563,,,1.53,6453.0,1.33,rocky
6101,Kepler-328,b,4.26,,,,34.9176592,,,1.36,6299.0,1.24,icy
6102,Kepler-1515,b,9.55,,,,214.3114164,,,1.41,6511.0,1.3,gassy
6103,Kepler-1516,b,1.75,,,,7.25931979,,,1.07,5904.0,1.04,rocky
6104,Kepler-1388,d,2.86,,,,20.9568158,,,0.61,4098.0,0.63,icy
6105,Kepler-452,b,1.5,,,,384.843022,,,1.06,5892.0,1.03,rocky
6106,HD 16175,b,,1516.0491,,2.148,995.4,0.637,G0,,6022.0,1.34,gassy
6107,Kepler-58,c,2.94,,,0.1228,15.573637,0.0,,1.08,6100.0,1.02,icy
6108,HD 221585,b,,511.7063,,2.306,1173.0,0.123,G8 IV,,5620.0,1.19,gassy
